Has_Choice_Model,n_studies,mean_unit_size,median_unit_size,prop_very_small,mean_total_area,mean_variables
FALSE,2,0.51,0.51,0,149.73,12.5
TRUE,49,1.6787638404081633,1.36,0.061224489795918366,3650.182148347551,9.040816326530612
