n,mean,median,sd,cv,skewness,kurtosis,min,max,range_ratio,mean_ci_lower,mean_ci_upper
51,1.6329299643137256,1.2,1.9107198204781348,1.1701174344492824,2.108018478613115,4.928729740913757,1.36e-4,8.48,62352.941176470595,1.108523553802197,2.1573363748252543
