Unit_size_log10,Year,Total_Variables,Variable_Diversity_Score,Country_numeric,Crime_type_numeric,Rationale_numeric
1,0.047959443736421976,0.0750848789670675,NA,0.04833081388598091,0.111316625859068,-0.36108321300841056
0.047959443736421976,1,0.18462457908996857,NA,-0.37653620337902066,0.23931527050714224,0.2505076295094769
0.0750848789670675,0.18462457908996857,1,NA,-0.2631100502671093,0.3659234700932955,-0.11059486392820261
NA,NA,NA,1,NA,NA,NA
0.04833081388598091,-0.37653620337902066,-0.2631100502671093,NA,1,-0.23198338071756489,-0.18361674964951494
0.111316625859068,0.23931527050714224,0.3659234700932955,NA,-0.23198338071756489,1,0.12667098251594328
-0.36108321300841056,0.2505076295094769,-0.11059486392820261,NA,-0.18361674964951494,0.12667098251594328,1
