N_Studies,Mean_Unit_Size,Median_Unit_Size,SD_Unit_Size,Min_Unit_Size,Max_Unit_Size,Q1_Unit_Size,Q3_Unit_Size,IQR_Unit_Size,Skewness,Kurtosis
51,1.6329,1.2,1.9107,1.36e-4,8.48,0.265,2.63,2.365,2.046,4.621
